;Tarih;TP_DK_CNY_S
2343;19-08-2018;
2344;20-08-2018;0.87724
2345;21-08-2018;
2346;22-08-2018;
2347;23-08-2018;
2348;24-08-2018;
2349;25-08-2018;
2350;26-08-2018;
2351;27-08-2018;0.87724
2352;28-08-2018;0.91406
2353;29-08-2018;0.92047
2354;30-08-2018;
2355;31-08-2018;0.94557
2356;01-09-2018;
2357;02-09-2018;
2358;03-09-2018;0.96544
2359;04-09-2018;0.97757
2360;05-09-2018;0.98469
2361;06-09-2018;0.98472
2362;07-09-2018;0.97086
2363;08-09-2018;
2364;09-09-2018;
2365;10-09-2018;0.95272
2366;11-09-2018;0.94747
2367;12-09-2018;0.94698
2368;13-09-2018;0.93781
2369;14-09-2018;0.93515
2370;15-09-2018;
2371;16-09-2018;
2372;17-09-2018;0.8918
2373;18-09-2018;0.91815
2374;19-09-2018;0.93381
2375;20-09-2018;0.92731
2376;21-09-2018;0.92206
2377;22-09-2018;
2378;23-09-2018;
2379;24-09-2018;0.92273
2380;25-09-2018;0.91509
2381;26-09-2018;0.89766
2382;27-09-2018;0.89744
2383;28-09-2018;0.88981
2384;29-09-2018;
2385;30-09-2018;
2386;01-10-2018;0.87669
2387;02-10-2018;0.87498
2388;03-10-2018;0.88118
2389;04-10-2018;0.88422
2390;05-10-2018;0.89823
2391;06-10-2018;
2392;07-10-2018;
2393;08-10-2018;0.90261
2394;09-10-2018;0.89585
2395;10-10-2018;0.88993
2396;11-10-2018;0.88618
2397;12-10-2018;0.87042
2398;13-10-2018;
2399;14-10-2018;
2400;15-10-2018;0.85958
2401;16-10-2018;0.84557
2402;17-10-2018;0.84143
2403;18-10-2018;0.82651
2404;19-10-2018;0.80584
2405;20-10-2018;
2406;21-10-2018;
2407;22-10-2018;0.8158
2408;23-10-2018;0.8201
2409;24-10-2018;0.83798
2410;25-10-2018;0.82984
2411;26-10-2018;0.82368
2412;27-10-2018;
2413;28-10-2018;
2414;29-10-2018;
2415;30-10-2018;0.81481
2416;31-10-2018;0.79871
2417;01-11-2018;0.79449
2418;02-11-2018;0.8075
2419;03-11-2018;
2420;04-11-2018;
2421;05-11-2018;0.79861
2422;06-11-2018;0.79234
2423;07-11-2018;0.77798
2424;08-11-2018;0.77978
2425;09-11-2018;0.78631
2426;10-11-2018;
2427;11-11-2018;
2428;12-11-2018;0.79494
2429;13-11-2018;0.7921
2430;14-11-2018;0.79315
2431;15-11-2018;0.79158
2432;16-11-2018;0.78668
2433;17-11-2018;
2434;18-11-2018;
2435;19-11-2018;0.77444
2436;20-11-2018;0.77244
2437;21-11-2018;0.77305
2438;22-11-2018;0.77661
2439;23-11-2018;0.77057
2440;24-11-2018;
2441;25-11-2018;
2442;26-11-2018;0.76552
2443;27-11-2018;0.76137
2444;28-11-2018;0.75909
2445;29-11-2018;0.76033
2446;30-11-2018;0.74925
2447;01-12-2018;
2448;02-12-2018;
2449;03-12-2018;0.74808
2450;04-12-2018;0.75899
2451;05-12-2018;0.7765
2452;06-12-2018;0.78877
2453;07-12-2018;0.78384
2454;08-12-2018;
2455;09-12-2018;
2456;10-12-2018;0.77967
2457;11-12-2018;0.76983
2458;12-12-2018;0.78092
2459;13-12-2018;0.78426
2460;14-12-2018;0.78556
2461;15-12-2018;
2462;16-12-2018;
2463;17-12-2018;0.78434
2464;18-12-2018;0.78519
2465;19-12-2018;0.78137
2466;20-12-2018;0.77878
2467;21-12-2018;0.76874
2468;22-12-2018;
2469;23-12-2018;
2470;24-12-2018;0.76982
2471;25-12-2018;0.77285
2472;26-12-2018;0.77611
2473;27-12-2018;0.77304
2474;28-12-2018;0.77515
2475;29-12-2018;
2476;30-12-2018;
2477;31-12-2018;0.772
2478;01-01-2019;
2479;02-01-2019;0.77343
2480;03-01-2019;0.78349
2481;04-01-2019;0.80001
2482;05-01-2019;
2483;06-01-2019;
2484;07-01-2019;0.79375
2485;08-01-2019;0.78814
2486;09-01-2019;0.79747
2487;10-01-2019;0.81055
2488;11-01-2019;0.81109
2489;12-01-2019;
2490;13-01-2019;
2491;14-01-2019;0.81017
2492;15-01-2019;0.8206
2493;16-01-2019;0.81109
2494;17-01-2019;0.80527
2495;18-01-2019;0.7972
2496;19-01-2019;
2497;20-01-2019;
2498;21-01-2019;0.79455
2499;22-01-2019;0.79137
2500;23-01-2019;0.79114
2501;24-01-2019;0.78893
2502;25-01-2019;0.78218
2503;26-01-2019;
2504;27-01-2019;
2505;28-01-2019;0.78413
2506;29-01-2019;0.78875
2507;30-01-2019;0.79769
2508;31-01-2019;0.79183
2509;01-02-2019;0.78269
2510;02-02-2019;
2511;03-02-2019;
2512;04-02-2019;0.77678
2513;05-02-2019;0.77956
2514;06-02-2019;0.77636
2515;07-02-2019;0.778
2516;08-02-2019;0.78276
2517;09-02-2019;
2518;10-02-2019;
2519;11-02-2019;0.78322
2520;12-02-2019;0.78035
2521;13-02-2019;0.78259
2522;14-02-2019;0.78127
2523;15-02-2019;0.7864
2524;16-02-2019;
2525;17-02-2019;
2526;18-02-2019;0.78218
2527;19-02-2019;0.78795
2528;20-02-2019;0.78954
2529;21-02-2019;0.79364
2530;22-02-2019;0.79719
2531;23-02-2019;
2532;24-02-2019;
2533;25-02-2019;0.79702
2534;26-02-2019;0.7989
2535;27-02-2019;0.79654
2536;28-02-2019;0.79754
2537;01-03-2019;0.80122
2538;02-03-2019;
2539;03-03-2019;
2540;04-03-2019;0.80299
2541;05-03-2019;0.8088
2542;06-03-2019;0.80671
2543;07-03-2019;0.80779
2544;08-03-2019;0.81567
2545;09-03-2019;
2546;10-03-2019;
2547;11-03-2019;0.81748
2548;12-03-2019;0.81424
2549;13-03-2019;0.81589
2550;14-03-2019;0.81859
2551;15-03-2019;0.81874
2552;16-03-2019;
2553;17-03-2019;
2554;18-03-2019;0.81859
2555;19-03-2019;0.81861
2556;20-03-2019;0.81982
2557;21-03-2019;0.82239
2558;22-03-2019;0.81931
2559;23-03-2019;
2560;24-03-2019;
2561;25-03-2019;0.82991
2562;26-03-2019;0.84732
2563;27-03-2019;0.82454
2564;28-03-2019;0.79896
2565;29-03-2019;0.82967
2566;30-03-2019;
2567;31-03-2019;
2568;01-04-2019;0.84411
2569;02-04-2019;0.84046
2570;03-04-2019;0.83292
2571;04-04-2019;0.84205
2572;05-04-2019;0.84427
2573;06-04-2019;
2574;07-04-2019;
2575;08-04-2019;0.83861
2576;09-04-2019;0.84971
2577;10-04-2019;0.84912
2578;11-04-2019;0.85089
2579;12-04-2019;0.85664
2580;13-04-2019;
2581;14-04-2019;
2582;15-04-2019;0.86789
2583;16-04-2019;0.86906
2584;17-04-2019;0.86936
2585;18-04-2019;0.86472
2586;19-04-2019;0.87303
2587;20-04-2019;
2588;21-04-2019;
2589;22-04-2019;0.87032
2590;23-04-2019;
2591;24-04-2019;0.87432
2592;25-04-2019;0.87862
2593;26-04-2019;0.88064
2594;27-04-2019;
2595;28-04-2019;
2596;29-04-2019;0.88597
2597;30-04-2019;0.88716
2598;01-05-2019;
2599;02-05-2019;0.89066
2600;03-05-2019;0.89111
2601;04-05-2019;
2602;05-05-2019;
2603;06-05-2019;0.89157
2604;07-05-2019;0.89175
2605;08-05-2019;0.91547
2606;09-05-2019;0.91587
2607;10-05-2019;0.91648
2608;11-05-2019;
2609;12-05-2019;
2610;13-05-2019;0.90379
2611;14-05-2019;0.8914
2612;15-05-2019;0.8848
2613;16-05-2019;0.88705
2614;17-05-2019;0.87862
2615;18-05-2019;
2616;19-05-2019;
2617;20-05-2019;0.88123
2618;21-05-2019;0.88006
2619;22-05-2019;0.88094
2620;23-05-2019;0.8864
2621;24-05-2019;0.89202
2622;25-05-2019;
2623;26-05-2019;
2624;27-05-2019;0.88515
2625;28-05-2019;0.88309
2626;29-05-2019;0.88035
2627;30-05-2019;0.87677
2628;31-05-2019;0.86409
2629;01-06-2019;
2630;02-06-2019;
2631;03-06-2019;0.85497
2632;04-06-2019;
2633;05-06-2019;
2634;06-06-2019;
2635;07-06-2019;0.85497
2636;08-06-2019;
2637;09-06-2019;
2638;10-06-2019;0.85078
2639;11-06-2019;0.84384
2640;12-06-2019;0.84203
2641;13-06-2019;0.84446
2642;14-06-2019;0.84806
2643;15-06-2019;
2644;16-06-2019;
2645;17-06-2019;0.8559
2646;18-06-2019;0.85396
2647;19-06-2019;0.84945
2648;20-06-2019;0.85381
2649;21-06-2019;0.84225
2650;22-06-2019;
2651;23-06-2019;
2652;24-06-2019;0.84867
2653;25-06-2019;0.84113
2654;26-06-2019;0.84779
2655;27-06-2019;0.84388
2656;28-06-2019;0.84467
2657;29-06-2019;
2658;30-06-2019;
2659;01-07-2019;0.8442
2660;02-07-2019;0.8359
2661;03-07-2019;0.83055
2662;04-07-2019;0.82399
2663;05-07-2019;0.81991
2664;06-07-2019;
2665;07-07-2019;
2666;08-07-2019;0.8204
2667;09-07-2019;0.83758
2668;10-07-2019;0.8359
2669;11-07-2019;0.83982
2670;12-07-2019;0.83141
2671;13-07-2019;
2672;14-07-2019;
2673;15-07-2019;
2674;16-07-2019;0.83355
2675;17-07-2019;0.83545
2676;18-07-2019;0.83371
2677;19-07-2019;0.83343
2678;20-07-2019;
2679;21-07-2019;
2680;22-07-2019;0.82494
2681;23-07-2019;0.82997
2682;24-07-2019;0.8315
2683;25-07-2019;0.83699
2684;26-07-2019;0.8352
2685;27-07-2019;
2686;28-07-2019;
2687;29-07-2019;0.8283
2688;30-07-2019;0.82246
2689;31-07-2019;0.81539
2690;01-08-2019;0.80824
2691;02-08-2019;0.81482
2692;03-08-2019;
2693;04-08-2019;
2694;05-08-2019;0.81031
2695;06-08-2019;0.79549
2696;07-08-2019;0.79252
2697;08-08-2019;0.78449
2698;09-08-2019;0.7828
2699;10-08-2019;
2700;11-08-2019;
2701;12-08-2019;
2702;13-08-2019;
2703;14-08-2019;
2704;15-08-2019;0.78255
2705;16-08-2019;0.79804
2706;17-08-2019;
2707;18-08-2019;
2708;19-08-2019;0.79254
2709;20-08-2019;0.79725
2710;21-08-2019;0.8138
2711;22-08-2019;0.81438
2712;23-08-2019;0.81735
2713;24-08-2019;
2714;25-08-2019;
2715;26-08-2019;0.81832
2716;27-08-2019;0.81813
2717;28-08-2019;0.81923
2718;29-08-2019;0.81564
2719;30-08-2019;
2720;31-08-2019;
2721;01-09-2019;
2722;02-09-2019;0.81894
2723;03-09-2019;0.81553
2724;04-09-2019;0.81016
2725;05-09-2019;0.79782
2726;06-09-2019;0.80012
2727;07-09-2019;
2728;08-09-2019;
2729;09-09-2019;0.80564
2730;10-09-2019;0.80853
2731;11-09-2019;0.81614
2732;12-09-2019;0.81699
2733;13-09-2019;0.81426
2734;14-09-2019;
2735;15-09-2019;
2736;16-09-2019;0.80635
2737;17-09-2019;0.81436
2738;18-09-2019;0.8126
2739;19-09-2019;0.80695
2740;20-09-2019;0.80787
2741;21-09-2019;
2742;22-09-2019;
2743;23-09-2019;0.8086
2744;24-09-2019;0.80869
2745;25-09-2019;0.80449
2746;26-09-2019;0.8045
2747;27-09-2019;0.8005
2748;28-09-2019;
2749;29-09-2019;
2750;30-09-2019;0.80006
2751;01-10-2019;0.79667
2752;02-10-2019;0.7998
2753;03-10-2019;0.80724
2754;04-10-2019;0.80123
2755;05-10-2019;
2756;06-10-2019;
2757;07-10-2019;0.8018
2758;08-10-2019;0.80813
2759;09-10-2019;0.8214
2760;10-10-2019;0.82323
2761;11-10-2019;0.83038
2762;12-10-2019;
2763;13-10-2019;
2764;14-10-2019;0.82893
2765;15-10-2019;0.84229
2766;16-10-2019;0.83804
2767;17-10-2019;0.83609
2768;18-10-2019;0.8366
2769;19-10-2019;
2770;20-10-2019;
2771;21-10-2019;0.82042
2772;22-10-2019;0.82782
2773;23-10-2019;0.82977
2774;24-10-2019;0.82171
2775;25-10-2019;0.8181
2776;26-10-2019;
2777;27-10-2019;
2778;28-10-2019;0.82049
2779;29-10-2019;
2780;30-10-2019;0.82049
2781;31-10-2019;0.81879
2782;01-11-2019;0.8168
2783;02-11-2019;
2784;03-11-2019;
2785;04-11-2019;0.81838
2786;05-11-2019;0.81466
2787;06-11-2019;0.82451
2788;07-11-2019;0.82721
2789;08-11-2019;0.82731
2790;09-11-2019;
2791;10-11-2019;
2792;11-11-2019;0.82775
2793;12-11-2019;0.82944
2794;13-11-2019;0.82932
2795;14-11-2019;0.82627
2796;15-11-2019;0.82612
2797;16-11-2019;
2798;17-11-2019;
2799;18-11-2019;0.82569
2800;19-11-2019;0.823
2801;20-11-2019;0.81969
2802;21-11-2019;0.81587
2803;22-11-2019;0.81477
2804;23-11-2019;
2805;24-11-2019;
2806;25-11-2019;0.81465
2807;26-11-2019;0.81908
2808;27-11-2019;0.82137
2809;28-11-2019;0.82491
2810;29-11-2019;0.82494
2811;30-11-2019;
2812;01-12-2019;
2813;02-12-2019;0.82321
2814;03-12-2019;0.82169
2815;04-12-2019;0.81982
2816;05-12-2019;0.81835
2817;06-12-2019;0.82226
2818;07-12-2019;
2819;08-12-2019;
2820;09-12-2019;0.82337
2821;10-12-2019;0.82866
2822;11-12-2019;0.82997
2823;12-12-2019;0.82979
2824;13-12-2019;0.82889
2825;14-12-2019;
2826;15-12-2019;
2827;16-12-2019;0.83303
2828;17-12-2019;0.8393
2829;18-12-2019;0.843
2830;19-12-2019;0.84904
2831;20-12-2019;0.85176
2832;21-12-2019;
2833;22-12-2019;
2834;23-12-2019;0.84951
2835;24-12-2019;0.85194
2836;25-12-2019;0.8534
2837;26-12-2019;0.85458
2838;27-12-2019;0.85342
2839;28-12-2019;
2840;29-12-2019;
2841;30-12-2019;0.85473
2842;31-12-2019;0.85651
2843;01-01-2020;
2844;02-01-2020;0.85937
2845;03-01-2020;0.8605
2846;04-01-2020;
2847;05-01-2020;
2848;06-01-2020;0.8615
2849;07-01-2020;0.86183
2850;08-01-2020;0.8648
2851;09-01-2020;0.86452
2852;10-01-2020;0.85485
2853;11-01-2020;
2854;12-01-2020;
2855;13-01-2020;0.85401
2856;14-01-2020;0.85524
2857;15-01-2020;0.86069
2858;16-01-2020;0.8605
2859;17-01-2020;0.8589
2860;18-01-2020;
2861;19-01-2020;
2862;20-01-2020;0.86013
2863;21-01-2020;0.86599
2864;22-01-2020;0.86384
2865;23-01-2020;0.86538
2866;24-01-2020;0.85963
2867;25-01-2020;
2868;26-01-2020;
2869;27-01-2020;0.86103
2870;28-01-2020;0.86225
2871;29-01-2020;0.86171
2872;30-01-2020;0.86273
2873;31-01-2020;0.86725
2874;01-02-2020;
2875;02-02-2020;
2876;03-02-2020;0.86739
2877;04-02-2020;0.85749
2878;05-02-2020;0.86013
2879;06-02-2020;0.86152
2880;07-02-2020;0.86402
2881;08-02-2020;
2882;09-02-2020;
2883;10-02-2020;0.86152
2884;11-02-2020;0.86512
2885;12-02-2020;0.87049
2886;13-02-2020;0.87031
2887;14-02-2020;0.8723
2888;15-02-2020;
2889;16-02-2020;
2890;17-02-2020;0.87225
2891;18-02-2020;0.871
2892;19-02-2020;0.87137
2893;20-02-2020;0.87254
2894;21-02-2020;0.87312
2895;22-02-2020;
2896;23-02-2020;
2897;24-02-2020;0.87394
2898;25-02-2020;0.87935
2899;26-02-2020;0.87904
2900;27-02-2020;0.88209
2901;28-02-2020;0.88507
2902;29-02-2020;
2903;01-03-2020;
2904;02-03-2020;0.89696
2905;03-03-2020;0.89954
2906;04-03-2020;0.89398
2907;05-03-2020;0.88539
2908;06-03-2020;0.88237
2909;07-03-2020;
2910;08-03-2020;
2911;09-03-2020;0.88336
2912;10-03-2020;0.88604
2913;11-03-2020;0.88656
2914;12-03-2020;0.89139
2915;13-03-2020;0.89727
2916;14-03-2020;
2917;15-03-2020;
2918;16-03-2020;0.9044
2919;17-03-2020;0.91503
2920;18-03-2020;0.92693
2921;19-03-2020;0.92539
2922;20-03-2020;0.92478
2923;21-03-2020;
2924;22-03-2020;
2925;23-03-2020;0.92397
2926;24-03-2020;0.93248
2927;25-03-2020;0.92556
2928;26-03-2020;0.90881
2929;27-03-2020;0.91704
2930;28-03-2020;
2931;29-03-2020;
2932;30-03-2020;0.91433
2933;31-03-2020;0.92518
2934;01-04-2020;0.93271
2935;02-04-2020;0.94274
2936;03-04-2020;0.94625
2937;04-04-2020;
2938;05-04-2020;
2939;06-04-2020;0.95029
2940;07-04-2020;0.95943
2941;08-04-2020;0.96157
2942;09-04-2020;0.96531
2943;10-04-2020;0.96142
2944;11-04-2020;
2945;12-04-2020;
2946;13-04-2020;0.95766
2947;14-04-2020;0.96606
2948;15-04-2020;0.96728
2949;16-04-2020;0.97722
2950;17-04-2020;0.98346
2951;18-04-2020;
2952;19-04-2020;
2953;20-04-2020;0.98434
2954;21-04-2020;0.98395
2955;22-04-2020;0.98896
2956;23-04-2020;
2957;24-04-2020;0.99154
2958;25-04-2020;
2959;26-04-2020;
2960;27-04-2020;0.99014
2961;28-04-2020;0.99123
2962;29-04-2020;0.99408
2963;30-04-2020;0.99352
2964;01-05-2020;
2965;02-05-2020;
2966;03-05-2020;
2967;04-05-2020;0.99619
2968;05-05-2020;1.0007
2969;06-05-2020;1.0064
2970;07-05-2020;1.0128
2971;08-05-2020;1.0259
2972;09-05-2020;
2973;10-05-2020;
2974;11-05-2020;1.0101
2975;12-05-2020;1.0045
2976;13-05-2020;0.99647
2977;14-05-2020;0.99127
2978;15-05-2020;0.98706
2979;16-05-2020;
2980;17-05-2020;
2981;18-05-2020;0.97922
2982;19-05-2020;
2983;20-05-2020;0.9712
2984;21-05-2020;0.96193
2985;22-05-2020;0.96293
2986;23-05-2020;
2987;24-05-2020;
2988;25-05-2020;
2989;26-05-2020;
2990;27-05-2020;0.95901
2991;28-05-2020;0.95169
2992;29-05-2020;0.95578
2993;30-05-2020;
2994;31-05-2020;
2995;01-06-2020;0.96107
2996;02-06-2020;0.96181
2997;03-06-2020;0.96097
2998;04-06-2020;0.95379
2999;05-06-2020;0.9546
3000;06-06-2020;
3001;07-06-2020;
3002;08-06-2020;0.95991
3003;09-06-2020;0.96419
3004;10-06-2020;0.96444
3005;11-06-2020;0.96628
3006;12-06-2020;0.96663
3007;13-06-2020;
3008;14-06-2020;
3009;15-06-2020;0.96997
3010;16-06-2020;0.96857
3011;17-06-2020;0.97128
3012;18-06-2020;0.97119
3013;19-06-2020;0.97393
3014;20-06-2020;
3015;21-06-2020;
3016;22-06-2020;0.97432
3017;23-06-2020;0.97403
3018;24-06-2020;0.97556
3019;25-06-2020;0.97518
3020;26-06-2020;0.97399
3021;27-06-2020;
3022;28-06-2020;
3023;29-06-2020;0.97375
3024;30-06-2020;0.97406
3025;01-07-2020;0.97474
3026;02-07-2020;0.97578
3027;03-07-2020;0.97561
3028;04-07-2020;
3029;05-07-2020;
3030;06-07-2020;0.9755
3031;07-07-2020;0.98113
3032;08-07-2020;0.98287
3033;09-07-2020;0.98391
3034;10-07-2020;0.98805
3035;11-07-2020;
3036;12-07-2020;
3037;13-07-2020;0.98524
3038;14-07-2020;0.98612
3039;15-07-2020;
3040;16-07-2020;0.98394
3041;17-07-2020;0.98527
3042;18-07-2020;
3043;19-07-2020;
3044;20-07-2020;0.98511
3045;21-07-2020;0.98646
3046;22-07-2020;0.98605
3047;23-07-2020;0.98447
3048;24-07-2020;0.98386
3049;25-07-2020;
3050;26-07-2020;
3051;27-07-2020;0.98135
3052;28-07-2020;0.98355
3053;29-07-2020;0.99035
3054;30-07-2020;0.99855
3055;31-07-2020;
3056;01-08-2020;
3057;02-08-2020;
3058;03-08-2020;
3059;04-08-2020;0.99855
3060;05-08-2020;1.0002
3061;06-08-2020;1.0135
3062;07-08-2020;1.0384
3063;08-08-2020;
3064;09-08-2020;
3065;10-08-2020;1.0518
3066;11-08-2020;1.0551
3067;12-08-2020;1.0508
3068;13-08-2020;1.0566
3069;14-08-2020;1.0612
3070;15-08-2020;
3071;16-08-2020;
3072;17-08-2020;1.0647
3073;18-08-2020;1.0695
3074;19-08-2020;1.0719
3075;20-08-2020;1.0709
3076;21-08-2020;1.0621
3077;22-08-2020;
3078;23-08-2020;
3079;24-08-2020;1.0513
3080;25-08-2020;1.0691
3081;26-08-2020;1.0738
3082;27-08-2020;1.0737
3083;28-08-2020;1.0708
3084;29-08-2020;
3085;30-08-2020;
3086;31-08-2020;1.0719
3087;01-09-2020;1.0774
3088;02-09-2020;1.0844
3089;03-09-2020;1.0858
3090;04-09-2020;1.0903
3091;05-09-2020;
3092;06-09-2020;
3093;07-09-2020;1.0919
3094;08-09-2020;1.0963
3095;09-09-2020;1.0984
3096;10-09-2020;1.0986
3097;11-09-2020;1.0981
3098;12-09-2020;
3099;13-09-2020;
3100;14-09-2020;1.0963
3101;15-09-2020;1.1024
3102;16-09-2020;1.1098
3103;17-09-2020;1.1126
3104;18-09-2020;1.1184
3105;19-09-2020;
3106;20-09-2020;
3107;21-09-2020;1.1228
3108;22-09-2020;1.126
3109;23-09-2020;1.1322
3110;24-09-2020;1.136
3111;25-09-2020;1.1309
3112;26-09-2020;
3113;27-09-2020;
3114;28-09-2020;1.1155
3115;29-09-2020;1.1453
3116;30-09-2020;1.1536
3117;01-10-2020;1.1468
3118;02-10-2020;1.1415
3119;03-10-2020;
3120;04-10-2020;
3121;05-10-2020;1.1466
3122;06-10-2020;1.1468
3123;07-10-2020;1.149
3124;08-10-2020;1.1611
3125;09-10-2020;1.1709
3126;10-10-2020;
3127;11-10-2020;
3128;12-10-2020;1.1875
3129;13-10-2020;1.1765
3130;14-10-2020;1.1775
3131;15-10-2020;1.1847
3132;16-10-2020;1.1844
3133;17-10-2020;
3134;18-10-2020;
3135;19-10-2020;1.1891
3136;20-10-2020;1.186
3137;21-10-2020;1.1875
3138;22-10-2020;1.1837
3139;23-10-2020;1.1778
3140;24-10-2020;
3141;25-10-2020;
3142;26-10-2020;1.1982
3143;27-10-2020;1.2075
3144;28-10-2020;1.2189
3145;29-10-2020;
3146;30-10-2020;1.2189
3147;31-10-2020;
3148;01-11-2020;
3149;02-11-2020;1.2508
3150;03-11-2020;1.2608
3151;04-11-2020;1.2738
3152;05-11-2020;1.2709
3153;06-11-2020;1.2825
3154;07-11-2020;
3155;08-11-2020;
3156;09-11-2020;1.288
3157;10-11-2020;1.2524
3158;11-11-2020;1.2551
3159;12-11-2020;1.2257
3160;13-11-2020;1.1847
3161;14-11-2020;
3162;15-11-2020;
3163;16-11-2020;1.1621
3164;17-11-2020;1.1752
3165;18-11-2020;1.1891
3166;19-11-2020;1.1875
3167;20-11-2020;1.1736
3168;21-11-2020;
3169;22-11-2020;
3170;23-11-2020;1.1621
3171;24-11-2020;1.1904
3172;25-11-2020;1.2123
3173;26-11-2020;1.2161
3174;27-11-2020;1.2097
3175;28-11-2020;
3176;29-11-2020;
3177;30-11-2020;1.194
3178;01-12-2020;1.1925
3179;02-12-2020;1.2023
3180;03-12-2020;1.1984
3181;04-12-2020;1.2055
3182;05-12-2020;
3183;06-12-2020;
3184;07-12-2020;1.1997
3185;08-12-2020;1.2075
3186;09-12-2020;1.2044
3187;10-12-2020;1.2056
3188;11-12-2020;1.2081
3189;12-12-2020;
3190;13-12-2020;
3191;14-12-2020;1.2217
3192;15-12-2020;1.2119
3193;16-12-2020;1.2051
3194;17-12-2020;1.2007
3195;18-12-2020;1.1952
3196;19-12-2020;
3197;20-12-2020;
3198;21-12-2020;1.1845
3199;22-12-2020;1.1805
3200;23-12-2020;1.1752
3201;24-12-2020;1.1761
3202;25-12-2020;1.1753
3203;26-12-2020;
3204;27-12-2020;
3205;28-12-2020;1.1651
3206;29-12-2020;1.1517
3207;30-12-2020;1.1425
3208;31-12-2020;1.1328
3209;01-01-2021;
3210;02-01-2021;
3211;03-01-2021;
3212;04-01-2021;1.143
3213;05-01-2021;1.1472
3214;06-01-2021;1.1514
3215;07-01-2021;1.1438
3216;08-01-2021;1.1338
3217;09-01-2021;
3218;10-01-2021;
3219;11-01-2021;1.1449
3220;12-01-2021;1.1576
3221;13-01-2021;1.1631
3222;14-01-2021;1.1575
3223;15-01-2021;1.1513
3224;16-01-2021;
3225;17-01-2021;
3226;18-01-2021;1.15
3227;19-01-2021;1.1632
3228;20-01-2021;1.1573
3229;21-01-2021;1.1586
3230;22-01-2021;1.151
3231;23-01-2021;
3232;24-01-2021;
3233;25-01-2021;1.151
3234;26-01-2021;1.1478
3235;27-01-2021;1.1491
3236;28-01-2021;1.1456
3237;29-01-2021;1.147
3238;30-01-2021;
3239;31-01-2021;
3240;01-02-2021;1.1439
3241;02-02-2021;1.1251
3242;03-02-2021;1.1136
3243;04-02-2021;1.1151
3244;05-02-2021;1.1119
3245;06-02-2021;
3246;07-02-2021;
3247;08-02-2021;1.1018
3248;09-02-2021;1.1026
3249;10-02-2021;1.1078
3250;11-02-2021;1.1029
3251;12-02-2021;1.0982
3252;13-02-2021;
3253;14-02-2021;
3254;15-02-2021;1.0944
3255;16-02-2021;1.0876
3256;17-02-2021;1.0787
3257;18-02-2021;1.0926
3258;19-02-2021;1.0832
3259;20-02-2021;
3260;21-02-2021;
3261;22-02-2021;1.086
3262;23-02-2021;1.0899
3263;24-02-2021;1.0953
3264;25-02-2021;1.1141
3265;26-02-2021;1.1233
3266;27-02-2021;
3267;28-02-2021;
3268;01-03-2021;1.1487
3269;02-03-2021;1.1382
3270;03-03-2021;1.1382
3271;04-03-2021;1.1438
3272;05-03-2021;1.1606
3273;06-03-2021;
3274;07-03-2021;
3275;08-03-2021;1.167
3276;09-03-2021;1.1723
3277;10-03-2021;1.181
3278;11-03-2021;1.1755
3279;12-03-2021;1.1553
3280;13-03-2021;
3281;14-03-2021;
3282;15-03-2021;1.1728
3283;16-03-2021;1.1678
3284;17-03-2021;1.1631
3285;18-03-2021;1.1617
3286;19-03-2021;1.1554
3287;20-03-2021;
3288;21-03-2021;
3289;22-03-2021;1.1252
3290;23-03-2021;1.2233
3291;24-03-2021;1.2081
3292;25-03-2021;1.2305
3293;26-03-2021;1.2236
3294;27-03-2021;
3295;28-03-2021;
3296;29-03-2021;1.2303
3297;30-03-2021;1.2468
3298;31-03-2021;1.277
3299;01-04-2021;1.2796
3300;02-04-2021;1.2523
3301;03-04-2021;
3302;04-04-2021;
3303;05-04-2021;1.2336
3304;06-04-2021;1.2486
3305;07-04-2021;1.2524
3306;08-04-2021;1.2578
3307;09-04-2021;1.2539
3308;10-04-2021;
3309;11-04-2021;
3310;12-04-2021;1.2503
3311;13-04-2021;1.2565
3312;14-04-2021;1.2519
3313;15-04-2021;1.2448
3314;16-04-2021;1.243
3315;17-04-2021;
3316;18-04-2021;
3317;19-04-2021;1.2444
3318;20-04-2021;1.246
3319;21-04-2021;1.2563
3320;22-04-2021;1.2627
3321;23-04-2021;
3322;24-04-2021;
3323;25-04-2021;
3324;26-04-2021;1.2838
3325;27-04-2021;1.2935
3326;28-04-2021;1.2787
3327;29-04-2021;1.2717
3328;30-04-2021;1.2731
3329;01-05-2021;
3330;02-05-2021;
3331;03-05-2021;1.2818
3332;04-05-2021;1.2904
3333;05-05-2021;1.2931
3334;06-05-2021;1.2979
3335;07-05-2021;1.2923
3336;08-05-2021;
3337;09-05-2021;
3338;10-05-2021;1.2909
3339;11-05-2021;1.2944
3340;12-05-2021;1.2993
3341;13-05-2021;
3342;14-05-2021;
3343;15-05-2021;
3344;16-05-2021;
3345;17-05-2021;1.2993
3346;18-05-2021;1.3057
3347;19-05-2021;
3348;20-05-2021;1.3058
3349;21-05-2021;1.3095
3350;22-05-2021;
3351;23-05-2021;
3352;24-05-2021;1.3086
3353;25-05-2021;1.3131
3354;26-05-2021;1.3203
3355;27-05-2021;1.3289
3356;28-05-2021;1.3321
3357;29-05-2021;
3358;30-05-2021;
3359;31-05-2021;1.3524
3360;01-06-2021;1.3446
3361;02-06-2021;1.3431
3362;03-06-2021;1.3575
