;Tarih;TP_AOFO
2088;09-01-2019;23.15
2089;10-01-2019;22.75
2090;11-01-2019;23.81
2091;14-01-2019;24.16
2092;15-01-2019;24.54
2093;16-01-2019;24.03
2094;17-01-2019;23.67
2095;18-01-2019;23.97
2096;21-01-2019;23.89
2097;22-01-2019;23.34
2098;23-01-2019;22.69
2099;24-01-2019;24.1
2100;25-01-2019;23.54
2101;28-01-2019;23.59
2102;29-01-2019;23.16
2103;30-01-2019;23.34
2104;31-01-2019;23.75
2105;01-02-2019;23.94
2106;04-02-2019;23.42
2107;05-02-2019;23.67
2108;06-02-2019;23.97
2109;07-02-2019;23.42
2110;08-02-2019;24.08
